;Unnamed: 0;country;description;designation;points;price;province;region_1;region_2;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Id
833;833;Chile;Spicy, herbal plum and cassis aromas mix in notes of olive and wet dog fur. This is more spunky and fresh than dense. Leafy berry, plum and olive are the key flavors on this Carmenère-led blend that finishes herbal and spicy, with high-toned residual acidity.;Amplus One;90;24.0;Peumo;;;Red Blend;Santa Ema;5.6;0.915;0.0;2.1;0.0409999999999999;17.0;78.0;0.99346;3.68;0.73;11.4;5;1178
834;834;Spain;Smoky, oaky, charred flavors of savory plum and berry lead to a full, layered palate with slightly abrasive tannins. This tastes of grilled beef, lemon peel, toast, cassis and chocolate. A toasted character remains on a solid finish. Drink through 2020.;Reserva;90;21.0;Northern Spain;Rioja;;Tempranillo Blend;Beronia;8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.99599;3.27;0.81;11.0;6;1179
835;835;US;Dried purple flowers and dark cardamom spices are layered across aromas of blackberry, roast beef, soy, jerky and peppercorn on the nose of this blend of 52% Syrah, 40% Mourvèdre and 8% Grenache. A solid, nearly chewy structure unveils dark flavors of beef char, pencil lead, blueberries and a touch of asphalt.;Version Red Anna's Vineyard Reserve;90;50.0;California;Adelaida District;Central Coast;Rhône-style Red Blend;Adelaida Cellars;9.8;0.39;0.43;1.65;0.068;5.0;11.0;0.99478;3.19;0.46;11.4;5;1181
836;836;US;Aromas of gingerbread cookies with a black-cherry glaze meet black gravel and a touch of asphalt on the nose of this complex and flavorful bottling. The palate blends the brightness of red cherry and strawberry fruit with a rocky minerality, spiced up by black pepper and settling into a plum-skin groove toward the finish.;Bailey Ranch Riserva;90;40.0;California;Adelaida District;Central Coast;Zinfandel;Bella Luna;6.8;0.66;0.07;1.6;0.07;16.0;61.0;0.99572;3.29;0.6;9.3;5;1183
837;837;US;While relatively full-bodied and tannic, this wine also has friendly, fresh berry and cherry flavors that are held in place by very firm acidity and tannins. It feels and tastes generous but also strong and taut, so it should improve with a little time. Best to drink now through 2020.;Made with Organically Grown Grapes;90;22.0;California;Sierra Foothills;Sierra Foothills;Syrah;Chacewater;6.7;0.64;0.23;2.1;0.08;11.0;119.0;0.99538;3.36;0.7;10.9;5;1184
838;838;Germany;A dusting of crushed slate and saffron accents this zesty lime and honey kissed Kabinett. It's dancingly light on the palate, but concentrated with swirls of marmalade and orange-peel flavors that extend through a long finish. Drink now through 2025.;Thanisch Kabinett;90;30.0;Mosel;;;Riesling;Dr. H. Thanisch (Erben Thanisch);6.7;0.64;0.23;2.1;0.08;11.0;119.0;0.99538;3.36;0.7;10.9;5;1188
839;839;US;Aromas like mint, dried cherry and new oak complement bright, ripe fruit flavors in this full-bodied, densely textured wine. It has a lip-smacking freshness, lively tannins, a lot of complexity and a lingering finish.;Del Arroyo Vineyard;90;50.0;California;Livermore Valley;Central Coast;Cabernet Franc;Occasio;8.8;0.955;0.05;1.8;0.075;5.0;19.0;0.99616;3.3;0.44;9.6;4;1189
840;840;US;Smoke and oak pronounce themselves vigorously on the nose and entry of this 100% varietal wine, which holds on with a tight grip. Black fruit dominates with leather, chocolate and tobacco playing secondary roles. The finish is lengthy and powerful.;Estate Grown;90;55.0;California;Moon Mountain District Sonoma County;Sonoma;Cabernet Sauvignon;Korbin Kameron;9.1;0.4;0.57;4.6;0.08;6.0;20.0;0.99652;3.28;0.57;12.5;6;1190
841;841;Spain;In a small field of excellent Cavas, this bready, leesy, semi-rich bottling stands out for its totality and comfort on the palate. Along the road are aromas of burnt banana and toasted bread along with flavors of arugula, lime and dried apple. An elegant finish with stone-fruit and green-herb notes is sophisticated.;Leopardi Brut Nature Gran Reserva;90;35.0;Catalonia;Cava;;Sparkling Blend;Llopart;6.5;0.885;0.0;2.3;0.166;6.0;12.0;0.99551;3.56;0.51;10.8;5;1191
842;842;US;Fresh whiffs of strawberry and blossom go hand-in-hand with more evolved complexities of mushroom and yeast in this invigorating rosé sparkling. While delicately moussed, it's Pinot-Noir heavy blend lends a satisfyingly voluminous feel to the palate.;Topaz Impérial Rosé;90;37.0;New York;North Fork of Long Island;Long Island;Champagne Blend;Sparkling Pointe;7.2;0.25;0.37;2.5;0.063;11.0;41.0;0.99439;3.52;0.8;12.4;7;1192
843;843;US;Oak and spice components fill the aroma. The flavors are rich and concentrated, making this a big yet seductive wine. Layered and complex, this full-bodied wine is well supported by fine, velvety tannins.;Stymie Founder's Reserve;90;42.0;California;Lake County;Mendocino/Lake Counties;Merlot;Steele;7.0;0.745;0.12;1.8;0.114;15.0;64.0;0.99588;3.22;0.59;9.5;6;1194
844;844;Spain;Bready white-fruit aromas are a touch funky and difficult to gauge. In the mouth, this is foamy but secure, with lemon-lime and nectarine flavors. This feels precise on the finish, with mild yeast and bread flavors.;Brut Reserva Special Edition;90;25.0;Catalonia;Cava;;Sparkling Blend;Torelló;6.2;0.43;0.22;1.8;0.078;21.0;56.0;0.99633;3.52;0.6;9.5;6;1195
845;845;US;From the producer's main ranch and blended with 11% Malbec and 4% Merlot, this classically structured, crisp wine offers notes of thyme, blackberry and tar. Medium bodied on the palate, it finishes in juicy cassis and will stand up to cellaring. Drink now through 2020.;;90;60.0;California;Oak Knoll District;Napa;Cabernet Sauvignon;Trefethen;7.7;0.57;0.21;1.5;0.069;4.0;9.0;0.99458;3.16;0.54;9.8;6;1197
846;846;US;Dried cherry and strawberry notes are marked by a hint of anise on the nose of this lush, velvety Pinot Noir. While delicate in frame, ripe berry and cherry flavors build in concentration on the palate, accentuated by a spray of pomegranate acidity and lingering bramble notes.;;90;27.0;New York;Finger Lakes;Finger Lakes;Pinot Noir;Anthony Road;7.7;0.26;0.26;2.0;0.052;19.0;77.0;0.9951;3.15;0.79;10.9;6;1198
847;847;France;Brilliantly fresh, this wine is tight with acidity and textured with zingy citrus. Layers of apple and toast are already integrated in this bright wine. It's tangy, lively and likely to be ready to drink from 2017. The wine comes from the highest vineyard in Chassagne.;En Pimont;90;45.0;Burgundy;Chassagne-Montrachet;;Chardonnay;Au Pied du Mont Chauve;7.9;0.58;0.23;2.3;0.076;23.0;94.0;0.99686;3.21;0.58;9.5;6;1199
848;848;France;Produced from the rare Romorantin grape, this wine is honeyed as well as crisp and fragrantly fruity. The 50-year-old vines give extra concentration to this lightly wood-aged wine that is ripe while also light and poised. Drink now, although it would be better to keep it until 2017.;Vieilles Vignes;90;20.0;Loire Valley;Cour-Cheverny;;Romorantin;Benoît Daridan;7.7;0.57;0.21;1.5;0.069;4.0;9.0;0.99458;3.16;0.54;9.8;6;1200
849;849;France;Part of the same family business as Philippe Girard's wines (Benoît is his brother), this is a ripe, pure and clean wine. Perfumed acidity and zesty flavors are integrated into the rich green fruit. Apples and green plums dominate this refreshing wine that will develop. Drink from 2017.;;90;0;Loire Valley;Sancerre;;Sauvignon Blanc;Benoît Girard;7.9;0.34;0.36;1.9;0.065;5.0;10.0;0.99419;3.27;0.54;11.2;7;1201
850;850;US;This is a spicy, earthy and medium-bodied selection, lengthy and concentrated in cardamom and forest pine. The fruit tends dark and brooding, with a brambly character balanced against the crispness of acidity. The spiciness persists through the finish.;Geza's Selection;90;48.0;California;Sonoma Coast;Sonoma;Pinot Noir;Buena Vista;8.6;0.42;0.39;1.8;0.068;6.0;12.0;0.99516;3.35;0.69;11.7;8;1202
851;851;Canada;Smooth and engaging, this offers classic varietal flavors in the context of a northern climate. Red licorice, coffee, tobacco, hemp and dried herbs are all in the mix, with some fruit leather and hints of violets.;;90;38.0;British Columbia;Okanagan Valley;;Syrah;Burrowing Owl;9.9;0.74;0.19;5.8;0.111;33.0;76.0;0.99878;3.14;0.55;9.4;5;1203
852;852;Bulgaria;Black cherry, red raspberry, dried violets and graphite scent this Thracian Valley Syrah. It is full bodied, tasting of blueberry preserves, black cherry and espresso beans. The tannins are soft and round and lead to an elegant finish.;Nimbus Premium;90;28.0;Thracian Valley;;;Syrah;Castra Rubra;7.2;0.36;0.46;2.1;0.074;24.0;44.0;0.99534;3.4;0.85;11.0;7;1204
853;853;France;Produced from two parcels in Aloxe Corton, this structured wine has red-plum fruitiness that is still masked by a dry tannic coating. It has concentration and good potential. Drink this textured, firm wine from 2018.;Les Brunettes et Planchots;90;80.0;Burgundy;Aloxe-Corton;;Pinot Noir;Château de Santenay;7.2;0.36;0.46;2.1;0.074;24.0;44.0;0.99534;3.4;0.85;11.0;7;1206
854;854;France;This wine is packed with ripe fruit, fresh acidity and crisply textured minerality. Finely wrought, it's structured and made to age, with a strong steely backbone to the otherwise fresh lemon and lime flavors. Drink from 2018.;;90;19.0;Loire Valley;Pouilly-Fumé;;Sauvignon Blanc;Château Favray;9.9;0.72;0.55;1.7;0.136;24.0;52.0;0.99752;3.35;0.94;10.0;5;1207
855;855;US;Damp sagebrush, dark cranberry, buttered black cherries, fresh plucked marjoram and wet stone show on the nose of this bottling. The tip of the sip shows great thyme, bay leaf and anise character, then settles into rich cranberry fruit, all held together by a decent tannic grip. The dark fruit flavors linger deep in the finish.;The Diva;90;45.0;California;Santa Lucia Highlands;Central Coast;Pinot Noir;Chateau Lettau;7.2;0.36;0.46;2.1;0.074;24.0;44.0;0.99534;3.4;0.85;11.0;7;1208
856;856;Italy;This offers aromas suggesting forest floor, porcini mushroom, grilled herb, leather and mature berry. The ripe, chewy palate displays black cherry, sage, licorice and toasted nut alongside tightly wound tannins that need to unwind. 2018–2024.;;90;56.0;Tuscany;Brunello di Montalcino;;Sangiovese;Corte dei Venti;6.2;0.39;0.43;2.0;0.071;14.0;24.0;0.99428;3.45;0.87;11.2;7;1209
857;857;France;This is pretty pale for a Tavel, with a coppery tinge to its pink color. Notes of lime zest, wet stone and modest cherry-berry notes finish on a bright citrus note.;;90;24.0;Rhône Valley;Tavel;;Rosé;Prieuré de Montézargues;6.8;0.65;0.02;2.1;0.078;8.0;15.0;0.99498;3.35;0.62;10.4;6;1210
858;858;Spain;Dusty apple and mineral aromas are composed, not loud, while additional peach-pit notes are crisp. This mature Godello is round and solid in composition, while stony apple and quince flavors finish long and in good shape. Drink now.;Lapola;90;36.0;Galicia;Ribeira Sacra;;Godello;Dominio Do Bibei;6.8;0.65;0.02;2.1;0.078;8.0;15.0;0.99498;3.35;0.62;10.4;6;1212
859;859;Spain;This amontillado smells complete, with a tight aromatic mix of raw wood, brine, citrus and dried stone fruits. The palate is racy, with razor-like acidity. Intense flavors of dried apricot, tart nectarine and almond skins finish full  and lasting, with cutting acidity.;Viña AB Amontillado Seco;90;26.0;Andalucia;Jerez;;Palomino;González Byass;10.2;0.33;0.46;1.9;0.081;6.0;9.0;0.99628;3.1;0.48;10.4;6;1214
860;860;Italy;Aromas of scorched earth, game, truffle and mature plum come together in the glass. The ripe palate offers dried blackberry, mature cherry, anise and almond alongside firm, fine-grained tannins. Drink through 2020.;Riserva;90;25.0;Tuscany;Chianti Classico;;Red Blend;Il Brunone;7.9;0.57;0.31;2.0;0.079;10.0;79.0;0.99677;3.29;0.69;9.5;6;1216
861;861;US;Chocolaty aromas and ample spicy, dark-fruit flavors power this generous and firm-textured wine. Everything seems in place and in balance, ready to take on a nice roast or braise.;;90;15.0;California;Dunnigan Hills;Central Valley;Tempranillo;Matchbook;9.0;0.39;0.4;1.3;0.044;25.0;50.0;0.99478;3.2;0.83;10.9;6;1219
862;862;Italy;Wild cherry, rose, spice and chopped sage aromas come together on this round, savory wine. The juicy palate offers fleshy black cherry, raspberry, star anise and a coffee note set in a framework of polished tannins. Drink through 2018.;Riserva;90;22.0;Tuscany;Chianti Classico;;Sangiovese;Luiano;10.9;0.32;0.52;1.8;0.132;17.0;44.0;0.99734;3.28;0.77;11.5;6;1220
863;863;Italy;A blend of 85% Sangiovese, 10% Colorino and 5% Canaiolo, this offers pretty aromas of pressed rose, violet, berry, menthol and a whiff of ground cooking spice. The linear palate offers mature black cherry, orange zest, clove, white pepper, licorice and a hint of pipe tobacco alongside firm, fine-grained tannins.;;90;20.0;Tuscany;Chianti Classico;;Red Blend;Villa Mangiacane;10.9;0.32;0.52;1.8;0.132;17.0;44.0;0.99734;3.28;0.77;11.5;6;1221
864;864;Spain;Black fruits, fine herbs and horsehide carry the aromas of this offering. In the mouth, this is firm and well built, with integrated tannins. Savory flavors of soy sauce and roast plum share space with bolder, riper cherry notes, while a warm, earthy finish tastes of roasted plum and berry. Drink through 2021.;Valcortes Crianza;90;30.0;Northern Spain;Rioja;;Tempranillo;Maset del Lleó;12.6;0.39;0.49;2.5;0.08;8.0;20.0;0.9992;3.07;0.82;10.3;6;1224
865;865;Italy;Mostly Sangiovese with 5% Colorino and made by refermenting with partially dried grapes, this wine offers aromas of dried plum, clove, scorched earth and a balsamic note. The concentrated palate offers dried black cherry, raisin, licorice and a note of ground pepper that lead to a firm finish.;Riserva;90;30.0;Tuscany;Vino Nobile di Montepulciano;;Red Blend;Salcheto;9.2;0.46;0.23;2.6;0.091;18.0;77.0;0.99922;3.15;0.51;9.4;5;1225
866;866;Italy;Luminous and fresh, this opens with aromas of red berry, violet, chopped herb and a whiff of baking spice. The vibrant, linear palate offers red cherry, strawberry, white pepper and star anise alongside racy acidity and polished tannins. Enjoy through 2018.;;90;18.0;Tuscany;Chianti Classico;;Red Blend;Vignavecchia;7.5;0.58;0.03;4.1;0.08;27.0;46.0;0.99592;3.02;0.47;9.2;5;1226
867;867;Italy;Pressed violet, perfumed berry and a hint of baking spice aromas unfold on this sleek, savory red. The medium-bodied palate delivers ripe black cherry, crushed raspberry, cinnamon, clove and star anise alongside firm, polished tannins. Drink through 2021.;Il Palei;90;22.0;Tuscany;Chianti Classico;;Sangiovese;Villa a Sesta;9.0;0.58;0.25;2.0;0.104;8.0;21.0;0.99769;3.27;0.72;9.6;5;1227
868;868;Italy;Red berry, chopped herb, blue flower and menthol all come together on this elegantly structured red. The juicy, accessible palate offers ripe black cherry, crushed raspberry, licorice and a hint of vanilla alongside round tannins. Drink through 2021.;Riserva;90;28.0;Tuscany;Chianti Classico;;Red Blend;Castello della Paneretta;5.1;0.42;0.0;1.8;0.044;18.0;88.0;0.99157;3.68;0.73;13.6;7;1228
869;869;US;A dark nose of black tobacco, condensed violets, soy, black pepper, black plum and aromatic wood shows on the nose of this wine from a longtime Paso estate, now owned by the Foley family. The palate offers an intriguing sense of black pepper and dried violets, followed by lavender, thyme, rosemary and elderberry laid across fine-grained but structured tannins.;Reserve;90;40.0;California;Paso Robles;Central Coast;Cabernet Sauvignon;EOS;7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;5;1229
870;870;US;Winemaker Mark McNeilly from Mark Ryan Winery makes this estate grown Viognier, and works it in the same strong, substantial, concentrated style as his own release. The mix of concrete and neutral oak fermentation brings out some nice floral highlights and a light hint of toast. The length and flavor development through the long finish are exceptional.;Collaboration Series;92;35.0;Washington;Red Mountain;Columbia Valley;Viognier;Force Majeure;7.7;0.18;0.34;2.7;0.066;15.0;58.0;0.9947;3.37;0.78;11.8;6;1230
871;871;US;Unctuous and ripe in caramel and toasty aromas, this is deep golden in color but completely crisp and balanced in the glass. The nose is so overwhelming that the flavors take time to show. Once they do, it's a celebration of green apple and melon enveloped in complex minerality and a supple body.;Fort Ross Vineyard;92;44.0;California;Fort Ross-Seaview;Sonoma;Chardonnay;Fort Ross;7.8;0.815;0.01;2.6;0.074;48.0;90.0;0.99621;3.38;0.62;10.8;5;1231
872;872;US;The aromas of this Chardonnay are zesty and fresh yet rich, with barrel smoke, caramelized pear and vanilla tones. The integration continues on the palate, with a bit of oak followed by apple, white peach, nectarine and lime zest. It's flavorful and enjoyable now.;Nielson Vineyard;92;32.0;California;Santa Maria Valley;Central Coast;Chardonnay;Byron;7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;5;1232
873;873;Chile;Deep, pure cassis and red berry aromas are integrated and thorough. This Bordeaux-style blend of Cabernet Sauvignon, Petit Verdot, Cabernet Franc and Merlot is racy, tight and hard-driving, with bold berry, pepper, baking spice and chocolate flavors. A toasty, peppery finish is juicy, forward and long. Drink through 2020.;Edición Limitada B;92;30.0;Colchagua Valley;;;Bordeaux-style Red Blend;Caliterra;7.1;0.75;0.01;2.2;0.059;11.0;18.0;0.99242;3.39;0.4;12.8;6;1234
874;874;Italy;An enticing fragrance of rose, blue flower, incense and truffle wafts out of the glass. On the palate, accents of black pepper, espresso and licorice add depth to the bright cherry-berry fruit, while polished tannins give it a smooth, silky texture. It's well balanced and fresh. Drink 2018–2030.;Maria di Brun;92;113.0;Piedmont;Barbaresco;;Nebbiolo;Ca'Romè;7.8;0.55;0.0;1.7;0.07;7.0;17.0;0.99659;3.26;0.64;9.4;6;1236
875;875;France;Pure fruitiness with a deliciously tangy texture mark this wine. It has a rich, juicy character with light spice to highlight the green fruits and zesty bitter orange flavor. At the moment, the wine is all fruit and it needs to age to bring out the greater depth. Drink from 2017.;Vignoble d'E;92;30.0;Alsace;Alsace;;Riesling;Domaine Ostertag;7.1;0.75;0.01;2.2;0.059;11.0;18.0;0.99242;3.39;0.4;12.8;6;1237
876;876;Italy;Sweet oak, vanilla, plum, violet and mocha aromas lead the nose on this structured wine. The oak influence carries over to the palate together with ripe black cherry, leather and baking spice. The tightly compacted tannins need time to unwind. Drink 2020–2035.;Vigna del Gris;92;92.0;Piedmont;Barolo;;Nebbiolo;Conterno Fantino;8.1;0.73;0.0;2.5;0.081;12.0;24.0;0.99798;3.38;0.46;9.6;4;1238
877;877;Italy;Underbrush, tobacco leaf, leather, truffle and blackberry aromas take center stage along with whiffs of toast and fig. The palate shows black cherry, carob, bitter cocoa, white pepper and sage alongside bracing tannins that leave a drying finish.;Leon Riserva;92;75.0;Piedmont;Barolo;;Nebbiolo;Rivetto;6.5;0.67;0.0;4.3;0.057;11.0;20.0;0.99488;3.45;0.56;11.8;4;1239
878;878;US;A brand new vineyard designation for the winery, Bedrock dates to the 1800s and is being made famous by proprietor Joel Peterson of Ravenswood and his son, Morgan Twain Peterson. This wine does the site justice, a smooth concoction of cherry pit and allspice, elegant and yet plenty generous in fruit and structure, measured by natural acidity.;Bedrock Vineyard;92;50.0;California;Sonoma Valley;Sonoma;Zinfandel;Robert Biale;7.5;0.61;0.2;1.7;0.076;36.0;60.0;0.99494;3.1;0.4;9.3;5;1240
879;879;US;Buttered sourdough toast and a slight nuttiness kick off another excellent Chardonnay from the ever-reliable Talley. The palate is greeted with minerality that fades into an apple butter flavor alongside a pinch of cinnamon, culminating in a graceful vanilla finish.;Estate Bottled;92;27.0;California;Arroyo Grande Valley;Central Coast;Chardonnay;Talley;8.3;0.56;0.22;2.4;0.0819999999999999;10.0;86.0;0.9983;3.37;0.62;9.5;5;1243
880;880;Italy;Made entirely of Pinot Nero, this elegant, structured sparkler opens with aromas of rose, berry and yeasty sensations of freshly baked butter cookies. The palate delivers a nice depth of flavors including tart red apple, wild strawberry, sage and marjoram alongside brisk acidity and an elegant, persistent mousse. It's already delicious but will also age well over the next few years. Drink through 2019.;Cuvée Giulio I;92;49.0;Piedmont;Alta Langa;;Pinot Nero;Tosti;7.4;0.55;0.19;1.8;0.0819999999999999;15.0;34.0;0.99655;3.49;0.68;10.5;5;1245
881;881;Italy;Fresh and refined, this has an intensely fruity nose of wild berry, forest floor, pine and rose petal. The bright palate doles out crushed strawberry, Morello cherry, vanilla and cinnamon alongside smooth, supple tannins and bright acidity. Nicely balanced and focused. Drink through 2025.;;92;19.0;Piedmont;Barbaresco;;Nebbiolo;Veglio;7.4;0.74;0.07;1.7;0.086;15.0;48.0;0.99502;3.12;0.48;10.0;5;1246
882;882;Portugal;This lightly wood-aged wine is slightly austere in style, with plum and blackberry tones providing weight. Some tannins and acidity accompany its fine, fruity core, giving a more serious note to this wine. Drink from 2018.;Seleção do Enólogo;92;11.0;Dão;;;Portuguese Red;Pedra Cancela;7.1;0.6;0.01;2.3;0.079;24.0;37.0;0.99514;3.4;0.61;10.9;6;1250
883;883;Portugal;"Still dark and dense, this young wine has power and structure on its side. The tannins and concentrated firm texture promise aging, allowing the big black fruits to be released. Made from vines in the Douro Superior; drink from 2017.";Vale de Cavalos;92;44.0;Douro;;;Portuguese Red;Poças;7.5;0.58;0.14;2.2;0.077;27.0;60.0;0.9963;3.28;0.59;9.8;5;1251
884;884;France;The wine is crisp, packed with grapefruit flavors and with a tight texture that suggests it could age. A tang and a steely acidity comes in behind the fruit and offers an austere aftertaste. Drink from 2017.;Schlossberg Grand Cru;92;24.0;Alsace;Alsace;;Riesling;Joseph Fritsch;7.1;0.72;0.0;1.8;0.123;6.0;14.0;0.99627;3.45;0.58;9.8;5;1252
885;885;US;A stellar wine at Kiona for decades, this includes 11% Gewürztraminer in the blend, and is finished at 83 g/L residual sugar. The palate impression is more juicy than sweet, with rich fruit flavors of ripe grapefruit, peach and apricot. The balance, acidity, length and texture are spot on.;Late Harvest;92;15.0;Washington;Columbia Valley (WA);Columbia Valley;Riesling;Kiona;7.9;0.66;0.0;1.4;0.096;6.0;13.0;0.99569;3.43;0.58;9.5;5;1253
886;886;US;Jet-black aromatics of creosote, charred meats, pepper and plum-blackberry jam make an excellent entry point for this wine from a vineyard in the new Ballard Canyon appellation. Blackberry sauce leads the palate, with espresso bitterness and strong acidity throughout. A powerful but beautiful Syrah.;Tierra Alta Vineyard;92;35.0;California;Santa Ynez Valley;Central Coast;Syrah;Comartin;7.8;0.7;0.06;1.9;0.079;20.0;35.0;0.99628;3.4;0.69;10.9;5;1254
887;887;US;Lightly toasted tobacco, blueberry pie and cedar scents lead the way on this single-vineyard Cab. Fresh blueberry on the palate combines with a great arc of flavors that ends in a chewed cigar finish.;Lone Oak Vineyard Estate;92;33.0;California;Santa Cruz Mountains;Central Coast;Cabernet Sauvignon;Cooper-Garrod;7.5;0.59;0.22;1.8;0.0819999999999999;43.0;60.0;0.99499;3.1;0.42;9.2;5;1256
888;888;US;Pure Merlot from the Stillwater Creek Vineyard, this finished its fermentation in concrete egg, then spent 20 months in 100% new French oak, and another two years in bottle prior to release. Tightly wound and dense with cherry and chocolate layered throughout, it brings in flavors of red licorice and baking spices. The tannins are silky and the structure and flavors are bold.;;92;140.0;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Matteo;7.0;0.58;0.28;4.8;0.085;12.0;69.0;0.99633;3.32;0.7;11.0;6;1257
889;889;US;Many red wines from Epiphany, run by the family of the late actor Fess Parker, have a nose-tickling singed-cedar aroma. It works great on this blend of 57% Syrah and 43% Cabernet Sauvignon, leading into a palate heavy with espresso and dark chocolate-dipped cherries, culminating in a mocha finish.;;92;35.0;California;Santa Barbara County;Central Coast;Syrah-Cabernet Sauvignon;Epiphany;6.8;0.64;0.0;2.7;0.123;15.0;33.0;0.99538;3.44;0.63;11.3;6;1258
890;890;US;"This is the second vintage release for the estate vineyard, which occupies the highest planted portion of Red Mountain. Precise, sharp-edged, high-acid red-fruit flavors of berry and cherry seem stacked vertically, with a strong mineral underpinning. The alcohol is a bit high, but overall the structure holds together and would support further aging; drink now–2022.";Collaboration Series Force Majeure Vineyard;92;75.0;Washington;Red Mountain;Columbia Valley;Cabernet Sauvignon;Force Majeure;8.6;0.635;0.68;1.8;0.4029999999999999;19.0;56.0;0.99632;3.02;1.15;9.3;5;1260
891;891;US;An aromatic profile of crushed mint, hot gravel and red fruit introduces this blend of 83% Grenache and 17% Mourvèdre. It's lightweight on the palate, but with complex flavors of herb and spice that swirl around a core of blackberry fruit and finish with mouthwatering acidity.;Cuvée Jeanne Marie Williamson-Dore Vineyard;92;40.0;California;Santa Ynez Valley;Central Coast;Rhône-style Red Blend;Foxen;6.3;1.02;0.0;2.0;0.083;17.0;24.0;0.99437;3.59;0.55;11.2;4;1261
892;892;Chile;Reedy, berry aromas come with a shot of eucalyptus, which is very Chilean. A tight, tannic, dry palate is exact and intense. Flavors of leafy and slightly herbal black fruits are matched by licorice and coffee notes, while the finish is long, dry, snappy and loaded with earthy spice notes and hints of olive and mint. Drink through 2019.;Tralca;92;100.0;Colchagua Valley;;;Red Blend;Viña Bisquertt;9.8;0.45;0.38;2.5;0.081;34.0;66.0;0.99726;3.15;0.58;9.8;5;1262
893;893;US;An aromatically vibrant wine with notes of slate, peach, apricot and citrus. It drinks off dry, with exquisitely balanced acidity and a lot of depth and richness to the fruit flavors. Impressive stuff.;Underwood Mountain;92;21.0;Washington;Columbia Gorge (WA);Washington Other;Riesling;Savage Grace;8.5;0.37;0.32;1.8;0.066;26.0;51.0;0.99456;3.38;0.72;11.8;6;1264
894;894;US;This blend of 50% Syrah, 23% Petite Sirah, 17% Mourvèdre and 10% Grenache presents a delicious strawberry cake nose, backed up with dried purple flowers and cigar box backbone. On the palate, elegant purple fruits are laced with leather and pepper, finishing with a cleansing tartness.;Portolan;92;80.0;California;Paso Robles;Central Coast;Red Blend;Sextant;7.2;0.57;0.05;2.3;0.081;16.0;36.0;0.99564;3.38;0.6;10.3;6;1265
895;895;US;This is the first vintage for this blend of 75% Cabernet Sauvignon and 25% Sangiovese. Ripe, lush and complex, it offers flavors of plum and cassis, with an appealing texture and moderately gripping tannins. There's life and snap to the finish, and though it's already delicious just two years after the vintage, another year or two of bottle age should see it continue to improve.;Avansino Grand Reserve;92;28.0;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Arbor Crest;7.2;0.57;0.05;2.3;0.081;16.0;36.0;0.99564;3.38;0.6;10.3;6;1266
896;896;US;This is balanced and elegant in subtle pear, ginger and lemon. A fine food wine, it's ideal for roast chicken in herbes de Provence or ratatouille. Located in the Petaluma Gap and the source of grapes for several wines, Sun Chase was bought in 2013 by Guarachi Family Wines.;Sun Chase Vineyard;92;40.0;California;Sonoma Coast;Sonoma;Chardonnay;Evening Land;10.4;0.43;0.5;2.3;0.068;13.0;19.0;0.996;3.1;0.87;11.4;6;1267
897;897;Italy;This cloudy, amber-colored wine isn't for the faint of heart. Made from ancient Grecanico, Carricante and Catarratto vines on the slopes of Mt. Etna and aged in terra cotta amphorae, it's mineral-driven with intense flint, smoke, nectarine, citrus, ginger, white pepper and balsamic sensations supported by an acidic backbone. Boasting great depth and complexity, it evolves continuously in the glass.;Munjebel Bianco 9;92;40.0;Italy Other;Vino da Tavola;;White Blend;Frank Cornelissen;6.9;0.41;0.31;2.0;0.079;21.0;51.0;0.99668;3.47;0.55;9.5;6;1268
898;898;Italy;Aromas of crushed plum, asphalt, oak, toast, exotic spice and forest floor lead the nose. The palate delivers black cherry, mocha, licorice and mineral alongside bracing, tightly woven tannins that need time to unwind. Drink 2017–2031.;Sorì Tildin;92;500.0;Piedmont;Langhe;;Red Blend;Gaja;5.0;0.38;0.01;1.6;0.048;26.0;60.0;0.99084;3.7;0.75;14.0;6;1270
899;899;France;This is a wonderfully balanced wine, bursting with ripe spice as well as acidity. It's a rich wine, now showing maturity without losing its fruit. The depth of flavor, drilling right down to the mineral structure, is impressive. Drink now, although also wait until 2016.;Jubiléé;92;55.0;Alsace;Alsace;;Gewürztraminer;Hugel;7.3;0.44;0.2;1.6;0.049;24.0;64.0;0.9935;3.38;0.57;11.7;6;1271
900;900;Argentina;The color of this Malbec and the legs it gives off help separate it from the pack. A plush nose shows unabsorbed oak and char along with deep berry and cassis notes. Total saturation on the palate matches the nose, and this tastes of chocolate, mocha, wood spice and rich berry fruits. Oak is currently speaking the loudest on the finish. Drink through 2023.;Bramare;93;40.0;Mendoza Province;Valle de Uco;;Malbec;Viña Cobos;5.9;0.46;0.0;1.9;0.077;25.0;44.0;0.99385;3.5;0.53;11.2;5;1272
